Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Machinery and equipment n.e.c.,Units,26.4,23.29402842,24.5691168,25.73194205,35.19801651,35.04574834,35.03766024,22.60616825,18.93325601,16.03420631,14.29492062,13.79038613,13.07279483,12.00591841,15.89328792,12.10978384,9.718847622,8.771113799,8.751110463,8.098068351,8.360797581,8.046237534,7.629120247,6.418168353
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Manufacturing nec; repair and installation of machinery and equipment,Units,24.15797213,24.20294619,23.66163857,24.35143998,26.68005901,24.84662577,28.12717275,28.11739803,25.31232138,21.35647326,17.45727279,16.46255772,14.89095102,13.12638581,12.89238763,12.0585702,10.05496715,8.682009961,10.79841845,11.01866786,10.85919247,20.93217974,19.91230925,20.67205393
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Mining and quarrying, energy producing products",Units,564.9307899,539.2629407,504.2725143,597.5583478,578.2808394,477.3096899,514.7141921,388.820132,461.2233405,296.6116277,225.5028668,248.1848721,229.1219608,144.6091209,202.0257173,164.7219957,128.4604482,132.0202112,139.9701029,160.1381203,191.611116,192.1365248,197.1271589,183.5059027
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Mining and quarrying, non-energy producing products",Units,348.280297,391.7086162,405.7510094,401.1498961,473.939058,483.1382142,484.2338774,524.3716308,396.4553492,277.9674843,191.9913694,155.4953209,150.022321,125.9012412,114.71659,78.23112084,83.13830243,92.80891021,94.44961669,127.8006154,157.6148315,153.2692111,152.7972557,134.1880088
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Mining support service activities,Units,211.4555533,229.5793891,250.7666099,263.0009219,286.3317126,272.1960061,293.4884141,328.6920091,214.5540033,148.0858532,112.9201293,86.68837185,73.89430611,67.08581532,64.708942,48.76426909,46.52145156,56.76838612,61.97183099,76.39331718,89.47263267,89.42001473,89.62206297,85.69589245
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Motor vehicles, trailers and semi-trailers",Units,36.05887565,37.80718336,39.92606285,42.29634367,16.80498164,16.16928539,22.86834368,16.68607776,14.47150079,13.05994515,10.77683606,10.10278485,10.3286385,10.00811469,10.29684903,8.716345223,7.184873213,5.554547304,5.424156418,4.619868796,6.181882849,6.368142307,6.248770497,4.93066997
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other non-metallic mineral products,Units,867.9302046,772.1995407,791.9244953,820.1817312,783.8423411,917.8919125,1032.70692,852.1057786,804.4089154,727.1566806,609.9599426,542.0613751,540.9101816,509.2544259,500.2931863,446.0689675,366.629939,309.4827677,297.3816113,275.8936016,304.4804939,331.4427156,288.6537439,329.8511093
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other service activities,Units,24.02488634,23.99276838,22.91115918,24.15024536,23.47274988,20.78628618,21.90756078,22.03145846,17.50778538,14.33186926,12.08272604,11.1970684,10.26869759,8.514348102,8.793691132,8.823731498,6.996023926,6.127235969,6.72366292,6.765535963,7.106346637,7.490509761,6.901175816,5.634745967
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other transport equipment,Units,38.46591124,40.88224903,43.58432265,47.33114528,20.91197476,17.31851638,29.82071642,23.79433419,19.16221034,18.57043161,14.3447449,11.94810465,12.18529916,9.162276409,10.03411599,8.414370467,6.480064801,5.274696293,5.882450413,5.557247259,5.632800688,6.645722571,7.344607154,6.375800296
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Paper products and printing,Units,196.0805062,207.8022718,224.0548007,234.0481585,235.6499343,235.9623532,249.2687825,161.95499,155.5057179,140.1984029,141.2078023,141.4937218,132.3562507,120.4787427,87.57451336,81.57988003,65.58897575,55.41882421,54.16779878,56.36717721,71.31695685,78.46288962,73.23177184,78.23956735
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Pharmaceuticals, medicinal chemical and botanical products",Units,412.5587745,366.1581137,351.7710507,402.0740998,396.071439,431.6526766,481.144731,582.3754789,495.5477171,400.6603224,356.9516672,340.8244463,265.1402148,260.8465764,234.0087244,246.9563925,200.0244305,181.2795564,178.8267592,181.4625455,201.3446693,205.9822362,193.5423183,185.6055992
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Postal and courier activities,Units,263.9506527,232.5150533,231.5998863,234.2401333,233.6843948,258.5333372,271.4259156,291.539062,273.6826561,225.4526806,189.3381175,161.5687854,144.9633366,123.0334345,115.3369022,110.3898174,88.67552538,94.22772253,85.4440295,86.25297854,89.07628728,116.7821725,92.75987596,106.269551
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Professional, scientific and technical activities",Units,15.83835863,17.26425597,18.83914183,17.80066117,18.57996742,18.46574205,23.33304592,23.16109142,18.93842234,15.48127951,13.68593505,12.73493982,10.27958947,10.03699564,9.050678194,9.121466081,7.49075903,7.333986106,7.920207966,7.996016258,8.859769333,9.327500361,9.427307171,8.630045635
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Public administration and defence; compulsory social security,Units,24.66006072,19.45617916,21.01116218,22.48702905,26.10587382,29.89345056,33.85872387,35.33887509,29.70150724,25.92109949,23.45893068,22.87022939,20.05058918,17.17127381,16.02415879,15.65449412,12.79147508,11.36701752,11.5899917,11.8526224,13.25049733,16.06497431,12.8347376,11.71898416
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Publishing, audiovisual and broadcasting activities",Units,12.61088416,11.35234852,11.03082646,11.22984644,11.64931127,13.32843826,13.27334471,14.48011313,11.72130865,10.05363813,8.654692684,8.745039776,7.635530669,8.16185588,7.353377216,7.257138368,6.355588703,7.000731187,6.699772746,7.195204133,7.914538889,8.670346952,9.083622762,11.54916536
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Real estate activities,Units,10.03055624,8.972746008,8.451955689,8.969172271,9.032629673,9.545665432,9.795915344,10.08022323,8.420997895,6.730595599,5.897784274,5.570826797,4.827109931,4.41758842,4.352928184,3.986311875,3.351919328,3.063125037,3.242639356,3.455461598,3.881076138,4.204985968,4.046664956,4.007030175
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Rubber and plastics products,Units,39.17509356,43.0264891,47.23970483,49.68447959,54.56012914,58.73090852,75.49199958,70.30731099,66.83283574,43.47081978,42.78615673,47.05487676,42.84074559,43.95436876,43.60170351,51.26626803,33.2609944,29.43894586,37.25057537,32.17715986,30.92243187,61.51836289,61.65286591,62.86516599
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Telecommunications,Units,77.58207843,66.90657702,65.12325684,68.33946693,69.63002346,74.80692775,71.80466779,78.11066305,68.48688528,56.92149324,48.58497018,40.52762055,34.94727781,29.77241107,30.47290933,31.78321288,28.80480832,29.89015553,29.51387896,32.59056701,34.9187131,38.67196424,39.10184795,33.79958832
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Textiles, textile products, leather and footwear",Units,67.72550195,63.2769693,63.90220185,70.14767225,75.8685962,76.72268641,89.79576938,87.72750229,80.92929152,68.87962977,81.82708427,76.39670041,67.01579362,62.45492768,61.28521309,58.75752003,51.69315826,51.54852315,63.05421997,64.41962844,73.31204919,87.35844696,82.64641613,89.73493346
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Warehousing and support activities for transportation,Units,31.66879079,30.91709735,28.47218635,29.74896762,30.22387549,33.69631682,35.43988371,36.18752211,26.53873081,21.5725815,18.56568912,16.4671585,14.22550053,13.63341752,13.2065733,13.81426323,11.6490601,8.563390894,10.72134863,11.84109142,12.0327222,13.57655008,12.57468199,16.11444949
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Water supply; sewerage, waste management and remediation activities",Units,34.10707358,32.63619624,35.43469304,34.67825486,34.34229305,45.05021521,45.22585434,46.60830132,38.17817195,31.14210864,26.8695826,27.31215816,23.39245244,20.82835206,18.45055553,16.6541608,14.54324561,13.54787224,12.27356058,13.0399348,20.46901042,25.61497019,21.9157298,26.21574198
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Water transport,Units,787.924506,752.8552348,821.766909,750.5119695,936.3626987,958.7501245,968.3017477,789.3505446,803.671833,672.2146568,684.7465832,842.7400081,825.9796436,662.3905356,791.8980811,636.9163396,480.225712,446.7784389,454.9761774,411.4285714,485.4836206,580.3857001,532.8312294,461.9722072
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Wholesale and retail trade; repair of motor vehicles,Units,28.77202702,27.4918925,28.70198273,30.3949024,31.13958997,33.23826132,32.33611003,33.92548496,27.13484032,26.71017372,20.67800404,18.69982257,16.24935372,14.84957785,14.98090194,14.75502689,12.41963078,11.12853697,12.0908852,11.83874824,13.6255624,14.29420722,14.75629126,15.37740298
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Wood and products of wood and cork,Units,97.95748228,84.76544357,86.98977153,87.3515746,64.55635843,61.73178729,64.93904307,54.99508972,39.08339773,33.61433506,30.94131658,32.74565171,28.83525028,30.03502354,47.05390806,49.7478862,31.8647154,27.99682703,26.03251214,21.85709979,21.70591095,24.54365691,24.5981986,22.46582758
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Accomodation and food services,Units,424.773059,376.6205184,378.4783388,437.9832503,441.9486223,452.0326437,468.5709787,539.8719837,435.8335076,383.6968711,330.2790946,294.7823521,244.7157082,243.2636269,220.3603163,220.8725674,158.5906267,138.556624,157.6057542,138.1742183,165.4595792,205.8448553,184.1091397,176.9451318
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Administrative and support services,Units,275.245006,259.4364838,256.1442757,282.0490024,272.086688,282.2399774,284.351914,282.6615927,237.0389093,199.8886943,182.5537795,147.1982715,126.7959203,139.4716149,129.767218,119.336447,98.42773316,94.88856676,95.54823773,90.20008818,98.06130741,117.12271,105.2900574,121.6051584
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Agriculture, hunting, forestry",Units,556.5742899,533.2238825,550.4859923,606.3891519,609.6793164,614.3983205,594.3516758,745.3607092,663.5044127,534.6309645,475.2034348,465.414396,391.8917654,360.994499,341.6743705,323.5970259,253.0045147,236.0950275,251.0668108,238.9123592,278.2637851,299.9082853,306.1573596,338.3005395
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Air transport,Units,1767.060683,1744.16637,1734.399307,1837.830048,1820.587014,1844.718316,2280.190803,1970.046793,1562.59778,1278.584639,1183.315744,1217.087632,1156.484618,1158.807942,1166.67971,1151.262887,992.4266706,926.3294589,992.6088557,987.4170082,1106.464354,1289.063203,1214.152063,1155.899412
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Arts, entertainment and recreation",Units,267.4241385,254.5135919,269.1385384,284.6208563,275.0462546,302.3806044,307.0101493,311.7600078,244.9152731,217.1903138,190.3489838,165.7302607,137.9754547,137.2913059,131.308442,129.3155211,103.0315319,93.83541431,93.68819158,92.2291784,99.43496933,115.0427174,101.2473543,67.0963174
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Basic metals,Units,2869.716909,2905.329513,2680.148123,2938.510921,3513.169123,3216.850473,3550.250291,3057.448992,2778.289001,2140.980339,1685.802823,1369.492019,1222.36526,1044.873886,1088.958404,834.6154921,882.4579282,888.4260651,808.044629,1096.745846,1158.418742,1032.636851,1076.481748,921.2363536
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Chemicals and pharmaceutical products,Units,917.0134605,848.3854558,858.2607362,1011.419158,1025.99516,1063.810354,1094.329757,1202.476466,1082.115428,876.3734817,756.3062262,702.285002,577.9841528,526.4663482,485.2075105,521.9068197,410.4819624,370.0057565,364.8392062,346.0289713,395.871087,485.8629571,484.4052756,471.4169987
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Coke and refined petroleum products,Units,1979.95175,1681.318639,1476.885974,2047.506332,1586.874881,1352.028872,1513.284761,1576.774216,1914.547962,1383.235475,1016.501833,892.9235115,757.6075101,700.0816957,767.68435,751.4406622,665.9136131,663.5612851,741.5166057,885.257466,1104.363956,1184.78009,1060.101878,1110.280391
